Baustein,Nummer,Siegelstufe,Anforderungen
NET.3.2 Firewall,NET.3.2.A21 Temporäre Entschlüsselung des Datenverkehrs ,S,"Verschlüsselte Verbindungen in nicht vertrauenswürdige Netze SOLLTEN temporär entschlüsselt werden, um das Protokoll zu verifizieren und die Daten auf Schadsoftware zu prüfen. Hierbei SOLLTEN die rechtlichen Rahmenbedingungen beachtet werden."
NET.3.2 Firewall,NET.3.2.A22 Sichere Zeitsynchronisation ,S,Es SOLLTE eine sichere Zeitsynchronisation mit einem Network-Time-Protocol (NTP)-Server erfolgen. Die Firewall SOLLTE keine externe Zeitsynchronisation zulassen.
NET.3.2 Firewall,NET.3.2.A23 Systemüberwachung und -Auswertung ,S,"Firewalls SOLLTEN in ein geeignetes Systemüberwachungs- bzw. Monitoringkonzept eingebunden werden. Weiterhin SOLLTE ein Prozess definiert werden, der regelt, wie Protokolldaten ausgewertet werden sollen und welche Protokolle regelmäßig, sporadisch oder nur anlassbezogen auszuwerten sind. Es SOLLTE ständig überwacht werden, ob die Firewall selbst sowie die darauf betriebenen Dienste korrekt funktionieren. Bei Fehlern oder wenn Grenzwerte überschritten werden, SOLLTE das Betriebspersonal alarmiert werden. Zudem SOLLTEN automatische Alarmmeldungen generiert werden, die bei festgelegten Ereignissen ausgelöst werden. Protokolldaten oder Statusmeldungen SOLLTEN NUR über sichere Kommunikationswege übertragen werden. "
NET.3.2 Firewall,NET.3.2.A24 Revision und Penetrationstests ,S,Die Firewall-Struktur SOLLTE regelmäßig auf bekannte Sicherheitsprobleme hin überprüft werden. Es SOLLTEN regelmäßige Penetrationstests und Revisionen durchgeführt werden.
NET.3.2 Firewall,NET.3.2.A25 Erweiterter Integritätsschutz für die Konfigurationsdateien ,H,"Um eine abgestürzte Firewall wieder herzustellen, SOLLTE sichergestellt werden, dass keine alten oder fehlerhaften Konfigurationen (unter anderem Access-Listen) benutzt werden. Dies SOLLTE auch gelten, wenn es einem Angreifer gelingt, die Firewall neu zu starten. "
NET.3.2 Firewall,NET.3.2.A26 Auslagerung von funktionalen Erweiterungen auf dedizierte Hardware ,H,Funktionale Erweiterungen der Firewall SOLLTEN auf dedizierte Hard- und Software ausgelagert werden.
NET.3.2 Firewall,NET.3.2.A27 Einsatz verschiedener Firewall-Betriebssysteme und -Produkte in einer mehrstufigen Firewall-Architektur ,H,In einer mehrstufigen Firewall-Architektur SOLLTEN unterschiedliche Betriebssysteme und -Produkte für die äußeren und inneren Firewalls eingesetzt werden.
NET.3.2 Firewall,NET.3.2.A28 Zentrale Filterung von aktiven Inhalten ,H,"Aktive Inhalte SOLLTEN gemäß den Sicherheitszielen der Institution zentral gefiltert werden. Dafür SOLLTE auch der verschlüsselte Datenverkehr entschlüsselt werden. Die erforderlichen Sicherheitsproxies SOLLTEN es unterstützen, aktive Inhalte zu filtern."
NET.3.2 Firewall,NET.3.2.A29 Einsatz von Hochverfügbarkeitslösungen ,H,"Paketfilter und Application-Level-Gateway SOLLTEN hochverfügbar ausgelegt werden. Zudem SOLLTEN zwei voneinander unabhängige Zugangsmöglichkeiten zum externen Netz bestehen, z. B. zwei Internetzugänge von unterschiedlichen Providern. Interne und externe Router sowie alle weiteren beteiligten aktiven Komponenten (z. B. Switches) SOLLTEN ebenfalls hochverfügbar ausgelegt sein. "
NET.3.2 Firewall,NET.3.2.A30 Bandbreitenmanagement für kritische Anwendungen und Dienste ,H,"Um Bandbreitenmanagement für kritische Anwendungen und Dienste zu gewährleisten, SOLLTEN Paketfilter mit entsprechender Bandbreitenmanagementfunktion an Netzübergängen und am Übergang zwischen verschiedenen Sicherheitszonen eingesetzt werden. "
NET.3.2 Firewall,NET.3.2.A31 Einsatz von zertifizierten Produkten ,H,"Es SOLLTEN Firewalls mit einer Sicherheitsevaluierung nach Common Criteria eingesetzt werden, mindestens mit der Stufe EAL4."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A1 Erstellung eines Grobkonzeptes für die Outsourcing-Dienstleistung ,B,"Für die angebotene Outsourcing-Dienstleistung MUSS ein Grobkonzept erstellt werden. Dieses Grobkonzept MUSS die Rahmenbedingungen des Outsourcings berücksichtigen, wie z. B. Sonderwünsche. Es MUSS grundsätzliche Fragen zum Sicherheitsniveau und zu den Sicherheitsanforderungen des Outsourcing-Kunden beantworten."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A2 Vertragsgestaltung mit den Outsourcing-Kunden ,S,"Alle Aspekte des Outsourcing-Vorhabens SOLLTEN mit dem Outsourcing-Kunden schriftlich geregelt sein. Es SOLLTEN alle Verantwortlichkeiten und Mitwirkungspflichten zur Erstellung, Prüfung und Änderung (z. B. von Personen) im Rahmen des Vertragswerkes oder auch direkt im Sicherheitskonzept zwischen dem Outsourcing-Dienstleister und dem Outsourcing-Kunden geregelt sein."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A3 Erstellung eines Sicherheitskonzepts für das Outsourcing-Vorhaben ,S,"Der Outsourcing-Dienstleister SOLLTE für seine Dienstleistungen ein Sicherheitskonzept besitzen. Für individuelle Outsourcing-Vorhaben SOLLTE er außerdem spezifische Sicherheitskonzepte erstellen, die auf den Sicherheitsanforderungen des Outsourcing-Kunden basieren. Zwischen Outsourcing-Dienstleister und Outsourcing-Kunden SOLLTEN gemeinsame Sicherheitsziele erarbeitet werden. Es SOLLTE außerdem eine gemeinsame Klassifikation für alle schutzbedürftigen Informationen erstellt werden. Es SOLLTE regelmäßig überprüft werden, ob das Sicherheitskonzept auch umgesetzt wird. "
OPS.3.1 Outsourcing für Dienstleister,"OPS.3.1.A4 Festlegung der möglichen Kommunikationspartner [Leiter Organisation, Datenschutzbeauftragter] ",S,"Es SOLLTE zwischen Outsourcing-Dienstleister und -Kunde festgelegt werden, welche internen und externen Kommunikationspartner welche Informationen über das jeweilige Outsourcing-Projekt übermitteln und erhalten dürfen. Es SOLLTE regelmäßig geprüft werden, ob die Kommunikationspartner noch aktuell in ihrer Funktion beschäftigt sind. Die Berechtigungen SOLLTEN bei Änderungen angepasst werden. Zwischen den Outsourcing-Partnern SOLLTE geregelt sein, nach welchen Kriterien welcher Kommunikationspartner welche Informationen erhalten darf."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A5 Regelungen für den Einsatz des Personals des Outsourcing-Dienstleisters [Leiter Personal] ,S,"Mitarbeiter des Outsourcing-Dienstleisters SOLLTEN geregelt in ihre Aufgaben eingewiesen und über bestehende Regelungen zur Informationssicherheit des Outsourcing-Kunden unterrichtet werden. Soweit es gefordert ist, SOLLTEN die Mitarbeiter des Outsourcing-Dienstleisters nach Vorgaben des Kunden überprüft werden, z. B. durch ein Führungszeugnis. Die Mitarbeiter des Outsourcing-Dienstleisters SOLLTEN schriftlich dazu verpflichtet werden, einschlägige Gesetze, Vorschriften, Vertraulichkeitsvereinbarungen und interne Regelungen einzuhalten. Es SOLLTE Vertretungsregelungen in allen Bereichen geben. "
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A6 Regelungen für den Einsatz von Fremdpersonal [Leiter Personal] ,S,"Setzt der Outsourcing-Dienstleister externes Personal ein, SOLLTE der Outsourcing-Kunde darüber informiert werden. Auch externe Mitarbeiter mit Aufgaben im Bereich Outsourcing SOLLTEN schriftlich dazu verpflichtet werden, einschlägige Gesetze, Vorschriften und interne Regelungen einzuhalten. Sie SOLLTEN in ihre Aufgaben und vor allem in die Sicherheitsvorgaben eingewiesen werden. Kurzfristig oder einmalig eingesetztes Fremdpersonal SOLLTE wie Besucher behandelt werden. Die Sicherheitsvorgaben des Kunden SOLLTEN jedoch auch bei Fremdpersonal berücksichtigt werden."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A7 Erstellung eines Mandantentrennungskonzeptes durch den Outsourcing-Dienstleister ,S,"Durch ein geeignetes Mandantentrennungskonzept SOLLTE sichergestellt werden, dass Anwendungs- und Datenkontexte verschiedener Outsourcing-Kunden sauber getrennt sind. Das Mandantentrennungskonzept SOLLTE durch den Outsourcing-Dienstleister erstellt und dem Outsourcing-Kunden zur Verfügung gestellt werden. Das Mandantentrennungskonzept SOLLTE für den Schutzbedarf des Outsourcing-Kunden angemessene Sicherheit bieten. Die benötigten Mechanismen zur Mandantentrennung beim Outsourcing-Dienstleister SOLLTEN ausreichend umgesetzt sein. "
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A8 Vereinbarung über die Anbindung an Netze der Outsourcing-Partner ,S,"Vor der Anbindung des eigenen Netzes an das Netz eines Outsourcing-Kunden SOLLTEN alle sicherheitsrelevanten Aspekte in einer Vereinbarung schriftlich festgelegt werden. Es SOLLTE definiert werden, wer aus dem einen Datennetz auf welche Bereiche und Dienste des jeweils anderen Datennetzes zugreifen darf. Es SOLLTEN auf jeder Seite Ansprechpartner sowohl für organisatorische als auch für technische Fragen zur Netzanbindung benannt werden. Auf beiden Seiten SOLLTEN alle identifizierten Sicherheitslücken beseitigt und das geforderte Sicherheitsniveau nachweislich erreicht sein, bevor die Netzanbindung aktiviert wird. Für den Fall von Sicherheitsproblemen auf einer der beiden Seiten SOLLTE festgelegt sein, wer darüber zu informieren ist und welche Eskalationsschritte einzuleiten sind."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A9 Vereinbarung über Datenaustausch zwischen den Outsourcing-Partnern ,S,"Für den regelmäßigen Datenaustausch mit festen Kommunikationspartnern der Outsourcing-Partner SOLLTEN die erforderlichen Sicherheitsmaßnahmen vereinbart werden. Es SOLLTEN Datenformate und eine sichere Form des Datenaustauschs festgelegt werden. Ansprechpartner sowohl für organisatorische als auch technische Probleme SOLLTEN benannt werden. Auch für sicherheitsrelevante Ereignisse beim Datenaustausch mit Dritten SOLLTE es geeignete Ansprechpartner geben. Verfügbarkeiten und Reaktionszeiten beim Datenaustausch mit Dritten SOLLTEN vereinbart werden. Es SOLLTE zudem festgelegt werden, welche ausgetauschten Daten zu welchen Zwecken genutzt werden dürfen."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A10 Planung und Aufrechterhaltung der Informationssicherheit im laufenden Outsourcing-Betrieb ,S,"Die Sicherheitskonzepte der Outsourcing-Partner SOLLTEN regelmäßig daraufhin überprüft werden, ob sie noch aktuell und zueinander konsistent sind. Der Status der vereinbarten Sicherheitsmaßnahmen SOLLTE regelmäßig kontrolliert werden. Die Outsourcing-Partner SOLLTEN angemessen kooperieren. Hierüber hinaus SOLLTEN sie sich regelmäßig zu Änderungen und Verbesserungen abstimmen. "
OPS.3.1 Outsourcing für Dienstleister,"OPS.3.1.A11 Zutritts-, Zugangs- und Zugriffskontrolle [Leiter Organisation] ",S,"Zutritts-, Zugangs- und Zugriffsberechtigungen SOLLTEN geregelt sein, sowohl für das Personal des Outsourcing-Dienstleisters als auch für die Mitarbeiter der Outsourcing-Kunden. Es SOLLTE ebenfalls geregelt sein, welche Berechtigungen Auditoren und andere Prüfer erhalten. Es SOLLTEN immer nur so viele Rechte vergeben werden, wie für die Wahrnehmung einer Aufgabe nötig ist. Es SOLLTE ein geregeltes Verfahren für die Vergabe, die Verwaltung und den Entzug von Berechtigungen geben."
OPS.3.1 Outsourcing für Dienstleister,"OPS.3.1.A12 Änderungsmanagement [IT-Betrieb, Änderungsmanager] ",S,"Es SOLLTE Richtlinien für Änderungen an IT-Komponenten, Software oder Konfigurationsdaten geben. Bei Änderungen SOLLTEN auch Sicherheitsaspekte berücksichtigt werden. Alle Änderungen SOLLTEN geplant, getestet, genehmigt und dokumentiert werden. Auf welche Weise und in welchem Umfang die Änderungen dokumentiert werden, SOLLTE mit dem Outsourcing-Kunden abgestimmt werden. Die Dokumentation SOLLTE dem Outsourcing-Kunden zur Verfügung gestellt werden. Es SOLLTEN Rückfall-Lösungen erarbeitet werden, bevor Änderungen durchgeführt werden. Bei größeren, sicherheitsrelevanten Änderungen SOLLTE das Informationssicherheitsmanagement der auslagernden Institution schon im Vorfeld beteiligt werden."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A13 Sichere Migration bei Outsourcing-Vorhaben ,S,"Für die Migrationsphase SOLLTE ein Sicherheitsmanagement-Team aus qualifizierten Mitarbeitern des Outsourcing-Kunden und des Outsourcing-Dienstleisters eingerichtet werden. Für die Migrationsphase SOLLTE eine Sicherheitskonzeption erstellt werden. Nach Abschluss der Migration SOLLTE das Sicherheitskonzept aktualisiert werden. Es SOLLTE sichergestellt sein, dass alle Ausnahmeregelungen am Ende der Migrationsphase aufgehoben werden. Bei Änderungen in der Migrationsphase SOLLTE geprüft werden, ob vertragliche Grundlagen und bestehende Dokumente angepasst werden müssen."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A14 Notfallvorsorge beim Outsourcing [Notfallbeauftragter] ,S,"Es SOLLTE ein Notfallkonzept zum Outsourcing geben, das die Komponenten beim Outsourcing-Kunden, beim Outsourcing-Dienstleister sowie die zugehörigen Schnittstellen umfasst. Im Notfallvorsorgekonzept zum Outsourcing SOLLTEN die Zuständigkeiten, Ansprechpartner und Abläufe zwischen Outsourcing-Kunden und Outsourcing-Dienstleister geregelt sein. Es SOLLTEN regelmäßig gemeinsame Notfallübungen durchgeführt werden."
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A15 Geordnete Beendigung eines Outsourcing-Verhältnisses [Institutionsleitung] ,S,"Wird das Vertragsverhältnis mit dem Outsourcing-Kunden beendet, SOLLTE weder dessen noch die eigene Geschäftstätigkeit beeinträchtigt werden. Der Outsourcing-Vertrag mit dem Outsourcing-Kunden SOLLTE alle Aspekte zur Beendigung des Dienstleistungsverhältnisses regeln, sowohl für ein geplantes als auch für eine ungeplantes Ende des Vertragsverhältnisses. Der Outsourcing-Dienstleister SOLLTE alle Informationen und Daten des Outsourcing-Kunden an diesen übergeben. Beim Outsourcing-Dienstleister SOLLTEN danach alle Datenbestände des Kunden sicher gelöscht werden. Alle Berechtigungen, die im Rahmen des Outsourcing-Projekts eingerichtet wurden, SOLLTEN überprüft und, wenn erforderlich, gelöscht werden. "
OPS.3.1 Outsourcing für Dienstleister,OPS.3.1.A16 Sicherheitsüberprüfung von Mitarbeitern [Leiter Personal] ,H,Die Vertrauenswürdigkeit von neuen Mitarbeitern und externem Personal beim Outsourcing-Dienstleister SOLLTE durch geeignete Nachweise überprüft werden. Hierzu SOLLTEN gemeinsam mit dem Outsourcing-Kunden vertraglich Kriterien vereinbart werden.
OPS.2.1 Outsourcing für Kunden,OPS.2.1.A1 Festlegung der Sicherheitsanforderungen für Outsourcing-Vorhaben ,B,"Alle Sicherheitsanforderungen für ein Outsourcing-Vorhaben MÜSSEN auf Basis einer Strategie zum Outsourcing festgelegt sein. Beide Outsourcing-Parteien MÜSSEN sich vertraglich dazu verpflichten, den IT-Grundschutz oder ein vergleichbares Schutzniveau einzuhalten. Alle Schnittstellen zwischen dem Outsourcing-Dienstleister und -Kunden MÜSSEN identifiziert und entsprechende Sicherheitsanforderungen definiert werden. In den Sicherheitsanforderungen MUSS festgelegt sein, welche Berechtigungen wie Zutritts-, Zugangs- und Zugriffsrechte jeweils gegenseitig eingerichtet werden."
OPS.2.1 Outsourcing für Kunden,OPS.2.1.A2 Rechtzeitige Beteiligung der Personalvertretung [Leiter Organisation] ,S,Die Personalvertretung SOLLTE rechtzeitig über ein Outsourcing-Vorhaben informiert werden. Die Personalvertretung SOLLTE schon in der Angebotsphase beteiligt werden. Je nach Outsourcing-Vorhaben SOLLTEN die gesetzlichen Mitwirkungsrechte beachtet werden.
OPS.2.1 Outsourcing für Kunden,OPS.2.1.A3 Auswahl eines geeigneten Outsourcing-Dienstleisters ,S,Für die Auswahl des Outsourcing-Dienstleisters SOLLTE ein Anforderungsprofil mit den Sicherheitsanforderungen an das Outsourcing-Vorhaben erstellt werden. Außerdem SOLLTEN Bewertungskriterien für den Outsourcing-Dienstleister und dessen Personal vorliegen. Diese SOLLTEN auf dem Anforderungsprofil basieren.
OPS.2.1 Outsourcing für Kunden,OPS.2.1.A4 Vertragsgestaltung mit dem Outsourcing-Dienstleister ,S,"Alle Aspekte des Outsourcing-Vorhabens SOLLTEN mit dem Outsourcing-Dienstleister schriftlich geregelt sein. Außerdem SOLLTEN mit dem Outsourcing-Dienstleister alle Rollen und Mitwirkungspflichten zur Erstellung, Prüfung und Änderung des Sicherheitskonzepts geregelt sein, z. B. wenn Personal wechselt. Die Rechte und Pflichten der Vertragsparteien SOLLTEN schriftlich geregelt sein. Um die Anforderungen regelmäßig überprüfen zu können, SOLLTE der Outsourcing-Dienstleister dem Outsourcing-Kunden Audits ermöglichen."
OPS.2.1 Outsourcing für Kunden,OPS.2.1.A5 Festlegung einer Strategie zum Outsourcing ,S,"Es SOLLTE eine Strategie zum Outsourcing festgelegt werden. Diese SOLLTE neben den wirtschaftlichen, technischen, organisatorischen und rechtlichen Rahmenbedingungen auch die relevanten Aspekte für Informationssicherheit berücksichtigen. Es SOLLTE geklärt werden, welche Geschäftsprozesse, Aufgaben oder Anwendungen generell für ein Outsourcing in Frage kommen. Der Outsourcing-Kunde SOLLTE ausreichende Fähigkeiten, Kompetenzen und Ressourcen bei sich behalten, um die Anforderungen an die Informationssicherheit bei jedem Outsourcing-Vorhaben selbst bestimmen und kontrollieren zu können. In der Strategie zum Outsourcing SOLLTEN die Ziele, Chancen und Risiken des Outsourcing-Vorhabens beschrieben werden. "
OPS.2.1 Outsourcing für Kunden,OPS.2.1.A6 Erstellung eines Sicherheitskonzepts für das Outsourcing-Vorhaben [Fachverantwortliche] ,S,"Der Outsourcing-Kunde SOLLTE für jedes Outsourcing-Vorhaben ein Sicherheitskonzept basierend auf den zugehörigen Sicherheitsanforderungen erstellen. Ebenso SOLLTE jeder Outsourcing-Dienstleister ein individuelles Sicherheitskonzept für das jeweilige Outsourcing-Vorhaben vorlegen. Beide Sicherheitskonzepte SOLLTEN miteinander abgestimmt werden. Das Sicherheitskonzept des Outsourcing-Dienstleisters und dessen Umsetzung SOLLTEN zu einem gesamten Sicherheitskonzept zusammengeführt werden. Der Outsourcing-Kunde oder unabhängige Dritte SOLLTEN regelmäßig überprüfen, ob das Sicherheitskonzept wirkt."
